developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier
dev_4916,2944,16073,1192,548,155,46,328,"CSS,C++,Rust,Dart,C,Haskell,TypeScript,Shell,Go",3.1699,C,7,1.0,0.748,0.302,60,0.565,1.88,-0.1348,-0.1936,8.06,1,1,1,19,345,62,0.4787,2
dev_859,2544,45,6,11,1,0,81,"CSS,Scala,Swift,JavaScript,Elixir",2.3219,CSS,2,1.0,0.172,0.0,48,0.523,1.8,-1.4597,0.1467,6.97,1,0,1,119,12,0,0.2571,0
tmiller,30,90,29,7,4,5,89,"Java,C++",1.0,Java,1,0.526,0.516,0.502,14,0.661,0.64,0.1677,0.1206,0.1,0,0,0,0,573,57,0.1882,1
santiagovalerie,818,49,0,34,2,0,79,"Scala,Dart,C#,Kotlin,Python,Haskell,TypeScript,Elixir",3.0,C#,4,0.573,0.236,0.256,64,0.266,2.76,1.9149,-0.0232,2.24,1,0,1,35,95,44,0.322,1
anthony55,1127,26,4,5,19,0,25,"PHP,Kotlin",1.0,PHP,0,0.672,0.144,0.464,20,0.436,0.98,-2.5718,0.1826,3.09,1,0,0,37,68,0,0.1477,0
jessicalopez,3525,2884,310,269,465,186,112,"Lua,HTML,C++,Rust,Ruby,Java,C#,Haskell,Shell,JavaScript",3.3219,Haskell,14,0.316,0.75,0.494,73,0.836,2.16,4.694,-0.1106,9.65,1,1,0,59,479,52,0.4256,2
vincent58,2875,490,65,5,20,2,52,"CSS,Scala,HTML,C++,Elixir",2.3219,Elixir,9,0.659,0.741,0.428,53,0.448,1.69,5.3361,0.1078,7.87,1,1,1,23,115,90,0.3647,1
stephanie97,4523,23899,3789,214,112,81,116,"SQL,CSS,Lua,HTML,PHP,Kotlin,Python,Haskell,TypeScript,Java,Elixir",3.4594,Python,15,1.0,0.811,0.568,81,0.954,2.09,6.2927,-0.1636,12.38,0,0,1,0,5070,74,0.6095,2
dev_4166,1781,1026,77,25,61,76,68,"Scala,Lua,R,Haskell,Ruby,Julia,Kotlin,SQL,Elixir",3.1699,SQL,13,0.503,0.161,0.546,30,0.423,3.25,9.1385,-0.1146,4.88,1,0,1,108,257,119,0.4007,1
davidbarrett,30,23,4,2,10,15,11,SQL,0.0,SQL,1,0.0,0.0,0.292,3,0.348,0.5,-1.3261,0.0997,0.1,1,1,0,59,112,0,0.0678,0
dev_476,1684,247,57,2,1,0,16,Go,0.0,Go,6,0.445,0.172,0.0,48,0.385,1.34,-0.7822,0.1077,4.61,1,1,0,24,18,6,0.108,0
odillon,4054,710,135,61,349,82,392,"Scala,Lua,R,C++,Kotlin,Python,Shell,Java,Elixir",3.1699,Shell,14,0.801,0.496,0.372,57,0.658,3.71,8.042,-0.2033,11.1,1,1,1,68,737,100,0.4663,2
kimberly1,2834,55,8,3,7,9,27,"Lua,Elixir,Haskell,Go,Swift",2.3219,Elixir,2,0.259,0.323,0.0,23,0.611,1.52,0.1092,0.0968,7.76,0,0,0,0,16,4,0.2243,1
danielle74,4458,9746,2352,126,1144,524,179,"Scala,Lua,R,PHP,C++,Ruby,Dart,C#,Python,Java,Elixir",3.4594,Scala,14,1.0,0.566,0.61,78,0.914,3.61,5.4405,-0.2126,12.21,1,1,1,33,1396,74,0.6049,2
yrussell,1781,32,1,34,72,69,37,"Scala,C#,Python,TypeScript,Elixir",2.3219,Scala,14,0.658,0.0,0.272,40,0.266,2.22,0.6234,0.0338,4.88,0,0,1,0,184,77,0.2667,1
jennifer28,3286,1364,348,46,15,19,628,"Scala,Lua,PHP,Rust,C++,C#,Elixir,Haskell,Java,Swift",3.3219,PHP,13,0.97,0.441,0.575,58,0.633,2.36,8.7019,0.0226,9.0,1,0,0,20,1649,62,0.4543,2
jessica65,3575,783,127,222,44,52,160,"CSS,R,Dart,Python,Go",2.3219,Go,4,0.363,0.431,0.42,46,0.666,1.87,5.1476,0.0435,9.79,0,0,1,0,300,119,0.314,1
rmiller,604,237,12,46,0,0,3,TypeScript,0.0,TypeScript,0,0.372,0.006,0.529,34,0.399,1.79,2.0147,0.2221,1.65,0,0,1,0,111,76,0.0916,0
dev_2453,5672,19799,255,201,24,17,678,"CSS,Lua,PHP,Rust,Go,Ruby,Julia,C#,Kotlin,Python,Haskell,TypeScript,JavaScript",3.7004,Kotlin,12,0.842,0.674,0.692,64,0.631,3.05,5.8555,-0.0451,15.53,0,1,0,0,2992,123,0.5435,2
katelyn51,1704,62,0,11,7,8,4,"Swift,HTML,Rust,Python,Go,Elixir",2.585,Swift,6,0.469,0.75,0.509,20,0.155,1.28,-1.4376,-0.0705,4.67,0,0,0,0,120,62,0.3424,0
wjimenez,3015,579,107,17,465,354,948,"Scala,C++,Julia,Dart,Python,Haskell,TypeScript,Swift",3.0,Scala,13,1.0,0.538,0.637,38,0.419,3.13,2.3698,-0.0451,8.25,0,0,1,0,1714,98,0.4425,2
jose46,2186,8177,12,183,330,220,465,"HTML,Haskell,Rust,Julia,Dart,Python,Kotlin,SQL,TypeScript,JavaScript",3.3219,SQL,9,0.778,1.0,0.611,94,0.501,3.21,7.075,-0.0266,5.98,0,1,1,0,2903,61,0.5387,2
wendy70,3482,408,93,319,6000,311,3352,"Scala,Lua,CSS,Haskell,Elixir,JavaScript,Java,Dart,C,Kotlin,Python,SQL,TypeScript,Shell,Go,Swift",4.0,C,16,0.791,0.709,0.854,83,0.739,3.8,4.7645,-0.1566,9.53,1,1,1,91,510,108,0.6619,2
donna32,30,116,25,73,7,6,102,"Scala,C#,TypeScript,Shell,Java,Swift",2.585,Swift,8,0.128,0.234,0.0,62,0.348,2.07,-1.2522,0.1891,0.1,0,0,0,0,212,4,0.16,0
racheltanner,3937,3725,217,108,2162,1313,1315,"Scala,CSS,R,PHP,C++,Ruby,Julia,Java,Dart,Python,Shell,JavaScript",3.585,PHP,14,0.915,0.765,1.0,83,0.879,4.05,2.3398,-0.0549,10.78,1,1,1,130,2526,105,0.6029,2
hsloan,4280,903,208,93,70,0,71,"Lua,HTML,PHP,Julia,C,Python,SQL,TypeScript,Shell,JavaScript,Elixir",3.4594,Julia,11,0.824,1.0,0.456,77,0.519,2.47,6.8915,-0.0763,11.72,0,0,1,0,2001,95,0.4822,2
dev_5317,1372,25,1,22,187,86,23,"Scala,Lua,HTML,PHP,C,SQL,Shell",2.8074,Scala,5,0.771,0.402,0.496,3,0.487,1.21,-0.1123,0.101,3.76,1,0,0,72,648,71,0.2669,1
delgadotara,1812,643,79,47,64,15,3699,PHP,0.0,PHP,6,0.519,0.681,0.152,46,0.761,1.68,2.4767,-0.0302,4.96,1,0,0,119,260,88,0.2637,1
xedwards,1295,228,46,36,258,100,267,"HTML,JavaScript,Dart,Kotlin,Shell,Go,Elixir",2.8074,Dart,5,0.345,0.563,0.424,66,0.767,2.39,-0.5317,0.2196,3.55,0,1,0,0,25,94,0.2587,0
john14,2251,833,169,5,75,59,328,"Swift,Rust,Julia,C#,Kotlin,C,Elixir",2.8074,C,4,0.462,0.309,0.517,52,0.351,2.8,2.9249,0.1017,6.16,1,0,0,95,63,51,0.3436,1
dev_8977,5808,1453,60,98,821,301,3372,"CSS,Lua,PHP,C++,Ruby,Dart,C#,Kotlin,C,TypeScript,Shell,Go,Elixir",3.7004,Kotlin,17,1.0,0.299,0.906,95,0.768,3.52,6.2223,-0.1913,15.9,0,1,1,0,7710,115,0.5535,2
wpage,660,85,2,3,7,1,4,CSS,0.0,CSS,0,0.071,0.0,0.374,38,0.01,1.62,-1.956,0.2295,1.81,0,0,1,0,70,0,0.0,0
david97,1231,1359,163,88,311,268,87,"CSS,Scala,HTML,Swift,Rust,C++,Ruby,Dart,C,Haskell,Shell,Go,Elixir",3.7004,Dart,11,0.533,0.72,0.6,63,0.734,3.11,9.303,-0.1626,3.37,1,0,1,98,3455,29,0.5389,2
dev_3159,3128,670,122,353,10,1,109,"R,Dart,C,Haskell,TypeScript,Go,Swift",2.8074,Dart,7,0.692,0.884,0.744,42,0.733,1.18,3.1469,-0.0275,8.56,0,0,1,0,553,70,0.3986,1
dev_8168,1228,413,114,10,3,1,28,"Lua,R,Rust,Kotlin,TypeScript",2.3219,Lua,8,0.308,0.364,0.228,32,0.506,2.7,1.5527,-0.1531,3.36,0,1,0,0,444,61,0.3382,1
rosscameron,3166,368,14,46,54,24,259,"Haskell,Lua,R,C++",2.0,C++,10,0.48,0.009,0.473,78,0.175,2.39,-2.2019,0.0049,8.67,1,0,1,91,273,55,0.2741,1
dev_3990,1765,123,17,126,1,1,3,Julia,0.0,Julia,2,0.498,0.117,0.258,15,0.428,0.82,-3.7509,0.0522,4.83,1,0,1,112,33,0,0.1609,0
wadediane,4126,1070,213,95,626,903,1531,"Rust,Dart,Python,Elixir,Swift",2.3219,Dart,7,0.677,0.392,0.272,63,0.857,1.78,6.9572,-0.0265,11.3,0,1,0,0,794,70,0.3818,2
dev_4919,2901,162,20,10,103,66,65,"Ruby,Julia,Dart,C#,Kotlin,SQL,Java,Swift",3.0,Java,5,0.585,0.291,0.0,47,0.568,2.43,-4.8595,-0.087,7.94,1,0,1,60,22,50,0.2638,1
tami52,1205,38,10,10,6,3,4,"Go,Elixir",1.0,Go,4,0.448,0.061,0.089,3,0.566,2.42,0.3179,0.0129,3.3,0,0,0,0,9,44,0.185,0
dev_2915,3688,8865,1097,199,191,102,301,"Scala,Lua,HTML,Haskell,CSS,Ruby,Julia,Dart,C#,C,SQL,TypeScript,Shell,Java,Swift",3.9069,C#,9,0.854,0.436,0.64,73,1.0,3.0,9.1792,-0.2992,10.1,1,0,1,109,6816,72,0.5599,2
dev_1840,2375,29,5,14,21,5,26,"Julia,SQL,Go",1.585,SQL,1,0.608,0.333,0.602,34,0.765,2.76,-2.0691,0.0019,6.5,1,0,0,67,96,11,0.297,0
xwillis,1947,4628,83,49,144,187,5067,"CSS,Scala,HTML,PHP,Rust,Julia,Python,Kotlin,Swift",3.1699,Kotlin,8,1.0,0.753,0.557,56,0.178,2.57,-1.2673,-0.2687,5.33,1,1,1,76,342,71,0.4477,1
afrank,30,41,3,4,16,14,129,Lua,0.0,Lua,4,0.234,0.462,0.107,37,0.114,1.17,-0.8001,0.2494,0.1,1,0,0,38,32,0,0.0863,0
jeremy27,30,14,1,1,17,13,28,HTML,0.0,HTML,0,0.33,0.0,0.0,3,0.417,1.48,-1.1414,0.1519,0.1,0,0,0,0,5,0,0.1263,0
daltonali,1577,39,3,5,0,0,12,TypeScript,0.0,TypeScript,3,0.343,0.047,0.535,37,0.569,1.48,1.415,0.0416,4.32,1,0,1,37,17,27,0.1557,0
hornecathy,2716,520,102,90,98,23,120,"CSS,HTML,R,Rust,PHP,Julia,C#,Python,Elixir,Shell,Java,Swift",3.585,C#,10,0.923,0.21,0.731,84,0.326,3.38,9.087,0.0542,7.44,1,0,1,37,7770,89,0.4898,2
leah47,812,25,1,7,12,24,1,"Scala,CSS,Lua,C,Haskell,Shell,Java,Swift",3.0,Swift,1,0.547,0.421,0.504,9,0.307,1.45,-1.5868,0.2506,2.22,0,1,0,0,24,0,0.2613,0
preston72,2596,127,7,28,161,140,74,HTML,0.0,HTML,3,0.323,0.022,0.119,27,0.304,3.57,2.0463,0.2748,7.11,0,0,1,0,94,21,0.1299,0
barbara94,2075,1090,253,56,55,72,84,"Scala,Lua,R,PHP,CSS,C++,HTML,Julia,Haskell,TypeScript,Shell,JavaScript",3.585,Scala,3,0.837,0.618,0.342,46,0.712,3.27,-2.37,0.0278,5.68,1,0,1,81,58,135,0.391,1
michael4,4246,2054,28,110,82,93,211,"CSS,PHP,C++,Ruby,C,Elixir,Haskell,Swift",3.0,Swift,6,0.89,0.703,0.68,64,0.851,3.77,-2.2886,-0.2608,11.62,0,0,0,0,194,58,0.4196,2
erika49,30,27,1,9,14,24,8,"PHP,Rust,Julia,Python,C,Kotlin,TypeScript",2.8074,Python,4,0.0,0.0,0.0,45,0.218,0.5,-1.5903,-0.0282,0.1,0,0,1,0,49,52,0.1971,0
william39,3321,1624,193,12,30,31,395,"PHP,C#,Python,TypeScript,Swift",2.3219,PHP,10,0.798,0.368,0.689,63,0.525,2.26,6.496,0.0028,9.09,1,1,1,56,509,12,0.3796,1
dev_3738,1303,33,5,34,8,6,251,"CSS,HTML,Haskell,Kotlin",2.0,HTML,1,0.38,0.062,0.265,47,0.16,0.7,0.6142,0.0234,3.57,0,0,0,0,7,55,0.1364,0
bwilkerson,714,245,60,29,56,58,74,"SQL,Scala,Swift,R,C++,Ruby,Python,Haskell,Elixir",3.1699,Haskell,7,1.0,0.604,0.127,39,0.611,2.27,4.1712,0.0979,1.95,0,0,0,0,132,31,0.3738,1
nicholaswarner,2791,222,12,11,35,41,299,"Lua,Haskell,C++,Go,PHP,Julia,Dart,C,SQL,TypeScript,Java",3.4594,C,11,0.515,0.49,0.46,11,0.324,2.44,2.417,0.0287,7.64,0,0,0,0,836,65,0.398,0
christopherhamil,2663,3458,110,31,87,173,223,"Scala,HTML,Rust,C#,C,Python,SQL,Shell,Swift",3.1699,Scala,6,0.253,0.499,0.73,47,0.701,3.65,7.7651,0.0076,7.29,1,0,1,126,255,54,0.4167,2
dev_7531,3391,837,22,363,21,28,1103,"R,PHP,Rust,HTML,C++,Elixir,SQL,Shell,Swift",3.1699,Shell,11,0.536,0.408,0.273,78,0.976,1.58,10.5807,-0.0941,9.28,1,0,0,33,6446,82,0.4642,2
dylan83,1973,491,46,148,7,11,999,"CSS,Go,Julia,JavaScript,Kotlin,C,Java,Elixir",3.0,Elixir,10,0.666,0.668,0.43,63,0.641,2.41,4.0735,0.2045,5.4,0,0,0,0,274,47,0.4115,2
tayloradam,719,17,3,30,11,8,14,"Haskell,Dart,C#,C,Python,SQL",2.585,Dart,5,0.337,0.0,0.476,40,0.475,0.5,0.3378,0.0707,1.97,1,1,0,64,220,47,0.2591,0
dev_3429,2496,1102,242,157,17,35,3237,"Scala,PHP,C++,Ruby,Julia,SQL,TypeScript,Go",3.0,Julia,12,0.567,0.728,0.447,28,0.01,2.43,4.0662,0.0934,6.83,1,1,0,72,295,51,0.392,1
michelle38,1908,39,1,11,0,0,5,"Ruby,R,Rust",1.585,Ruby,2,0.1,0.0,0.256,9,0.01,0.5,-0.5196,0.0817,5.22,1,0,0,136,21,15,0.0893,0
dev_2008,30,16,2,22,0,0,1,Python,0.0,Python,1,0.037,0.119,0.0,3,0.324,0.88,-1.5272,0.1455,0.1,0,0,0,0,16,62,0.0915,0
vsalinas,889,68,1,11,18,17,263,"Haskell,Lua,R",1.585,R,4,0.461,0.285,0.505,42,0.115,1.62,0.2093,0.295,2.43,0,1,1,0,139,47,0.1837,1
dev_4081,3537,1142,120,38,464,450,82,"Lua,HTML,R,C#,Shell,Java,Elixir",2.8074,Lua,16,1.0,0.78,0.575,87,0.429,3.44,2.7172,-0.0908,9.68,0,0,1,0,551,56,0.4039,2
arroyorobert,2456,12,2,27,33,52,2,"Dart,Python,C++",1.585,Python,6,0.439,0.32,0.167,58,0.997,1.86,1.9668,0.095,6.72,1,0,0,23,26,16,0.2389,0
christopher45,2033,219,28,82,26,25,161,"HTML,Haskell,Ruby,SQL,JavaScript",2.3219,JavaScript,5,0.736,0.516,0.577,63,0.912,1.97,4.8505,0.0559,5.57,0,0,1,0,292,121,0.3757,1
joe39,3262,5970,77,69,60,54,199,"Swift,HTML,Julia,JavaScript,Dart,C,Kotlin,Haskell,Go,Elixir",3.3219,Dart,8,0.898,0.723,0.886,63,0.654,2.08,8.4649,-0.0233,8.93,0,0,0,0,358,63,0.5353,2
hhebert,30,149,0,6,22,27,74,"TypeScript,Kotlin,Elixir",1.585,Kotlin,6,0.198,0.146,0.124,26,0.101,1.45,4.5937,0.0164,0.1,0,0,0,0,1655,43,0.1811,1
dev_6908,2124,725,58,51,224,45,16083,"Lua,Haskell,C++,Julia,Java,Dart,Python,C,SQL,TypeScript,JavaScript,Swift",3.585,Julia,7,0.179,0.476,0.754,71,0.671,2.6,1.5888,-0.1198,5.82,1,0,0,60,5700,51,0.4452,2
dev_2387,3035,307,48,800,901,766,1122,"Scala,Lua,HTML,C++,Java,Dart,C,Python,TypeScript,Go,Swift",3.4594,TypeScript,15,0.37,0.675,0.219,72,0.701,4.24,7.594,-0.1674,8.31,1,1,1,127,977,82,0.5486,2
xsanchez,679,118,10,12,7,7,16,Lua,0.0,Lua,2,0.183,0.197,0.059,28,0.498,0.5,-2.7834,0.0064,1.86,0,0,1,0,149,22,0.096,0
dev_3607,2690,36,3,26,383,138,10,"Lua,R,PHP,C++,JavaScript",2.3219,Lua,9,0.187,0.662,0.0,29,0.476,1.23,-1.2617,0.1524,7.36,0,0,0,0,137,33,0.2523,1
dev_5039,765,25,8,4,0,0,28,"SQL,Scala,C#",1.585,SQL,1,0.305,0.0,0.02,16,0.487,2.35,-1.5134,0.0526,2.09,0,0,1,0,13,48,0.213,0
gregory17,3201,762,93,72,21,17,245,"Scala,Lua,PHP,C++,Ruby,Dart,C#,C,Python,Elixir,TypeScript,Java,Swift",3.7004,Java,9,0.645,0.278,0.678,118,0.611,3.18,2.2149,-0.1764,8.76,0,0,1,0,47,117,0.4598,2
dev_120,204,231,5,34,71,21,7,"Julia,SQL,C#,Swift",2.0,SQL,0,0.164,0.283,0.37,46,0.324,1.85,0.4655,0.1277,0.56,0,0,0,0,128,1,0.1459,0
emullins,3263,1015,233,142,12,8,210,"Lua,HTML,C++,Julia,Dart,C#,Kotlin,Haskell",3.0,C#,9,0.505,0.351,0.58,101,0.854,3.7,6.9131,-0.1411,8.93,0,0,1,0,2893,79,0.4624,2
katie7,3762,35000,5974,467,219,461,1633,"Scala,R,PHP,C++,Ruby,Julia,C#,Kotlin,SQL,Swift",3.3219,Swift,14,0.945,0.856,0.345,51,1.0,4.36,9.4838,0.0954,10.3,1,0,0,16,518,62,0.5874,2
dev_1498,2690,1075,169,155,16,3,2,"Haskell,Swift",1.0,Swift,7,0.403,0.282,0.251,36,0.229,2.35,-2.9384,-0.0261,7.36,1,1,0,25,437,110,0.2007,1
jillacevedo,4331,489,61,39,28,37,80,"Scala,C++,Ruby,Python,SQL,Go",2.585,SQL,4,0.165,0.719,0.229,26,0.435,2.06,7.269,-0.0057,11.86,0,0,1,0,2935,77,0.3417,1
dev_7496,2647,5386,920,72,3725,4000,940,"Ruby,Julia,Python,Haskell,Go,Elixir",2.585,Elixir,13,0.689,0.654,0.501,45,1.0,3.0,10.4405,-0.1664,7.25,1,1,1,113,1773,82,0.586,2
austin96,30,193,7,75,11,9,29,"Ruby,Haskell,TypeScript",1.585,Ruby,2,0.205,0.385,0.459,49,0.375,2.71,2.0089,0.074,0.1,1,0,0,82,21,59,0.2378,1
dev_3865,2596,2228,331,20,111,182,81,"CSS,HTML,R,Rust,C++,Ruby,Dart,Python,Haskell,Shell,Java",3.4594,Rust,9,0.72,0.485,0.437,59,0.764,1.98,2.5079,0.1265,7.11,1,1,0,63,1991,46,0.4085,2
stewarttony,1127,102,8,5,23,20,577,"CSS,HTML,R,Rust,Kotlin,C,TypeScript",2.8074,Kotlin,6,0.324,0.285,0.151,6,0.637,1.75,-4.2281,0.1354,3.09,1,1,1,103,19,14,0.274,0
kathy19,2528,1164,42,48,103,57,169,"Julia,PHP,Java",1.585,Julia,7,1.0,0.516,0.489,68,0.669,1.99,3.0213,-0.1185,6.92,0,0,1,0,1346,44,0.3257,1
jeffrey63,30,273,13,1,10,5,16,Dart,0.0,Dart,1,0.452,0.039,0.517,33,0.394,1.34,3.2721,0.2562,0.1,1,1,1,102,107,52,0.1311,0
dev_5921,462,189,10,13,2,3,40,Kotlin,0.0,Kotlin,1,0.0,0.353,0.011,8,0.178,1.54,-4.9028,0.0804,1.26,1,0,1,56,46,0,0.1386,0
kevin33,1944,236,62,75,58,17,4495,"Scala,Lua,Rust,Dart,C#,Python,C,SQL,Shell,Java",3.3219,Dart,8,1.0,0.651,0.452,90,0.727,2.94,1.5958,-0.007,5.32,1,0,0,113,59,99,0.4167,1
faith54,3328,1553,156,83,51,24,28,"CSS,Lua,R,C++,Kotlin,Elixir,TypeScript,Go,Swift",3.1699,Kotlin,12,0.792,1.0,1.0,53,0.502,3.77,5.4032,0.0253,9.11,0,0,1,0,837,86,0.5036,2
dev_4403,2848,577,13,10,4,0,113,"Lua,Swift,Ruby,Python,TypeScript,Java,Elixir",2.8074,Ruby,6,1.0,0.261,0.661,38,0.379,2.28,5.4471,-0.1625,7.8,1,0,0,74,239,76,0.4552,1
dev_8322,926,223,9,46,4,0,143,"CSS,Lua,PHP,Rust,Python,SQL,TypeScript,Go,Elixir",3.1699,CSS,7,0.089,0.157,0.497,62,0.5,1.5,6.174,0.0661,2.54,0,0,1,0,29,124,0.3606,1
dev_1166,30,18,0,6,0,0,24,"Haskell,Ruby,SQL,Shell,Elixir",2.3219,SQL,0,0.434,0.0,0.35,3,0.335,1.54,-0.515,0.1548,0.1,0,0,0,0,110,0,0.1913,0
tracybrennan,30,84,15,1,6,4,4,"Scala,R,Dart,SQL,Java",2.3219,SQL,0,0.068,0.228,0.0,3,0.51,0.5,0.8468,0.2007,0.1,0,0,0,0,12,0,0.1366,0
diane13,679,6,1,1,46,35,178,"Ruby,HTML,Shell,JavaScript",2.0,Shell,0,0.203,0.061,0.433,25,0.078,1.27,0.6538,0.0907,1.86,0,0,0,0,7,0,0.1994,0
dev_7408,639,61,8,24,3,5,97,Dart,0.0,Dart,0,0.0,0.059,0.0,4,0.571,0.5,-0.4099,0.1597,1.75,0,0,0,0,5,0,0.1157,0
dev_549,1542,2362,460,22,78,65,467,"R,Ruby,Julia,Dart,C#,C,Python,SQL,TypeScript,Shell,Go",3.4594,TypeScript,11,0.361,0.425,0.85,56,0.26,1.55,5.8122,0.0461,4.22,1,0,0,115,3046,103,0.445,0
dev_7449,2259,165,28,7,120,70,7,"CSS,Rust,Go,Haskell,TypeScript,Java,Elixir",2.8074,Elixir,7,0.509,0.608,0.147,48,0.524,2.48,-2.8764,-0.0512,6.18,1,0,0,139,3402,80,0.3437,1
dev_2364,3625,35000,6418,224,6000,4000,229,"CSS,Lua,R,PHP,Python,SQL,TypeScript,Shell,Java,Elixir",3.3219,Java,12,0.799,1.0,0.726,45,0.841,3.56,4.4205,-0.1224,9.92,0,1,1,0,5653,100,0.7147,2
rebecca61,2032,326,36,40,34,23,439,"CSS,Rust,Julia,Dart,Kotlin,Haskell,Shell,Java,Elixir",3.1699,Java,6,0.765,0.753,0.635,41,0.185,2.52,4.2824,-0.0505,5.56,1,1,1,76,1414,107,0.4397,1
john12,1920,51,2,69,1,1,87,"TypeScript,Elixir",1.0,Elixir,4,0.536,0.214,0.259,24,0.528,1.31,-1.5004,0.1363,5.26,0,1,1,0,17,93,0.1928,0
dev_7917,3139,958,90,84,37,31,390,"Scala,CSS,HTML,Rust,Dart,C,SQL,TypeScript,Shell,Elixir",3.3219,Elixir,5,0.748,0.672,0.244,30,0.421,3.37,-2.4831,0.016,8.59,0,1,0,0,136,45,0.4024,2
dev_4165,2922,365,75,27,777,704,734,"Lua,Rust,C++,Ruby,Julia,Java,Kotlin,TypeScript,JavaScript",3.1699,JavaScript,8,0.847,1.0,0.374,71,0.671,1.71,-1.2019,-0.0817,8.0,0,1,1,0,95,84,0.4334,2
jamie14,866,486,61,21,15,17,14,Ruby,0.0,Ruby,4,0.007,0.323,0.317,14,0.336,1.64,-2.3634,0.0055,2.37,0,0,0,0,280,2,0.1695,0
christopher50,2605,205,37,10,652,344,2264,"Lua,R,Dart,Kotlin,C,Elixir",2.585,R,3,0.975,0.331,0.503,26,0.587,1.61,2.787,-0.0624,7.13,1,1,0,82,619,73,0.3532,1
amy19,2335,2717,599,23,16,19,149,"Scala,Lua,R,Rust,Julia,Python",2.585,Julia,10,0.0,0.619,0.535,5,0.694,2.83,3.2753,-0.0925,6.39,0,1,1,0,88,58,0.3585,1
dev_8321,1596,106,1,20,31,29,4,"Lua,R,Swift,Rust,C++,SQL,Go,Elixir",3.0,Swift,8,0.444,0.104,0.143,27,0.494,1.62,-2.0844,0.1756,4.37,1,0,0,78,150,41,0.2374,1
dev_1138,1503,86,4,15,53,2,8,"Scala,R,HTML,Ruby,Dart,C,JavaScript",2.8074,JavaScript,12,0.673,0.715,0.198,23,0.559,2.62,-3.1629,0.0481,4.11,0,0,0,0,68,65,0.3722,1
dev_9925,2721,80,11,4,4,3,27,"TypeScript,Go",1.0,TypeScript,7,0.376,0.144,0.012,3,0.377,0.83,2.8367,0.0907,7.45,0,1,0,0,41,0,0.1909,0
daisy24,1152,183,41,32,68,29,14,"Go,C",1.0,C,4,0.361,0.0,0.096,55,0.472,2.26,0.0555,-0.0766,3.15,0,1,1,0,22,56,0.1293,0
matthew53,4089,830,32,91,51,3,92,"CSS,Scala,C++,Ruby,Java,Dart,C#,Python,SQL,Shell,JavaScript,Swift",3.585,JavaScript,10,1.0,0.525,0.754,71,0.591,2.39,-1.1175,-0.0313,11.2,0,1,1,0,713,54,0.4627,2
kevin96,1237,134,43,36,12,12,65,"Ruby,Julia,C#,Haskell,JavaScript",2.3219,Haskell,3,0.299,0.638,0.187,33,0.728,2.65,6.8575,0.0857,3.39,1,0,1,130,384,41,0.3341,1
dev_146,719,87,0,79,2,2,9,"Julia,HTML,Rust,C++",2.0,HTML,3,0.529,0.456,0.056,50,0.702,1.39,-0.2059,0.0761,1.97,0,0,0,0,158,0,0.2258,0
gina81,4450,1397,141,41,34,34,198,"Scala,CSS,R,Haskell,Rust,C++,SQL,TypeScript,Shell,Java",3.3219,R,12,1.0,0.788,0.441,40,1.0,1.87,2.8966,-0.0195,12.18,0,1,1,0,1094,47,0.4822,2
dev_9103,3271,101,13,3,45,0,10,"SQL,R,Haskell,Rust",2.0,Rust,7,0.28,0.062,0.292,27,0.327,1.97,-3.2317,-0.0696,8.96,0,0,0,0,127,12,0.2481,0
dev_2308,30,443,120,1,35,22,364,"Lua,HTML,Ruby,Julia,Kotlin,TypeScript",2.585,HTML,0,0.018,0.084,0.381,6,0.505,2.54,-0.3296,-0.0269,0.1,1,0,0,22,1468,80,0.2301,1
heather32,3196,1596,317,209,231,317,37,"Lua,HTML,Go,Dart,C,Kotlin,Elixir,Shell,JavaScript,Swift",3.3219,Elixir,9,1.0,0.654,0.555,43,0.453,2.19,6.7201,-0.0234,8.75,1,1,0,111,400,18,0.4808,2
dev_9478,3254,274,101,30,153,95,274,"SQL,HTML,C++,Rust,Dart,Haskell,Java",2.8074,Dart,1,0.215,0.38,0.264,24,0.756,1.18,1.2968,-0.0507,8.91,1,0,1,16,161,74,0.3296,1
morgan88,1190,55,8,13,14,9,52,"PHP,C++",1.0,C++,6,0.377,0.097,0.283,32,0.545,1.82,2.6523,0.0582,3.26,0,0,1,0,170,73,0.2376,1
jason63,2840,2973,275,89,353,204,18,"CSS,Lua,Scala,Julia,Haskell,Shell,JavaScript,Elixir",3.0,Julia,2,0.896,0.601,0.781,75,0.579,2.41,1.8269,0.0946,7.78,1,1,1,89,1505,25,0.3878,2
daniel34,3162,597,74,50,119,75,181,"Lua,PHP,Ruby,Python,SQL,Shell,Go,Swift",3.0,PHP,13,0.823,0.376,0.395,60,0.504,1.33,4.3183,-0.0695,8.66,1,0,0,72,1252,139,0.422,2
dev_7071,2385,4341,151,6,98,24,103,"R,PHP,C++,Ruby,Java,C#,C,Kotlin,JavaScript,Elixir",3.3219,Kotlin,13,1.0,0.538,0.776,57,0.504,3.13,1.0432,-0.0736,6.53,1,0,1,12,1251,74,0.5007,2
