developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier,primary_language_encoded
jonesjanice,2223,494.0,60,12,10.0,4.0,19.0,"Julia,Scala,Java,JavaScript",2.0,JavaScript,2,0.67,0.267,0.34,37,0.472,2.02,0.0822,0.1938,6.09,1,0,0,136,79,37,0.2491,1,10
dev_1341,1626,4186.0,220,12,70.0,11.0,237.0,"R,HTML,Julia,C,Python,SQL,JavaScript,Elixir",3.0,Julia,9,0.627,0.722,0.592,61,0.684,3.21,2.9616,0.0993,4.45,1,0,1,58,86,5,0.4462,2,11
robert33,2423,189.0,9,160,44.0,21.0,16.0,"Scala,C,PHP,Go",2.0,PHP,4,0.643,0.0,0.286,3,0.501,1.63,6.459,-0.0381,6.63,0,0,0,0,16,0,0.2825,0,14
eric94,2533,511.0,41,247,61.0,78.0,103.0,"HTML,Julia,Python,Haskell,Go",2.3219,Julia,10,0.485,0.468,0.536,15,0.239,3.2,0.8676,-0.0738,6.93,0,0,1,0,750,58,0.3289,2,11
dev_1179,30,183.0,23,13,3.0,2.0,22.0,"Scala,Julia,Dart,TypeScript,Shell",2.3219,Scala,2,0.345,0.01,0.434,27,0.319,1.15,1.8871,0.1123,0.1,1,0,1,102,134,65,0.2067,0,20
alexanderjeanett,1851,1096.0,90,54,76.0,51.0,1629.0,"Lua,R,PHP,Ruby,Julia,Haskell,Shell,Swift",3.0,Julia,7,0.365,0.379,0.41,28,0.464,2.15,2.2313,-0.1359,5.07,0,1,0,0,246,81,0.4068,1,11
pamela81,2872,1521.0,397,95,146.0,270.0,317.0,"Scala,Lua,PHP,C++,Julia,Dart,Kotlin,SQL,Shell",3.1699,Scala,17,0.497,0.0,0.839,85,0.837,2.34,5.0257,-0.1406,7.86,1,0,1,45,519,91,0.4743,2,20
meghan20,554,172.0,8,7,1.0,1.0,201.0,"R,Dart,Python,Swift",2.0,Swift,1,0.0,0.232,0.0,3,0.387,1.11,1.1627,0.0956,1.52,0,1,0,0,26,6,0.1292,1,22
dev_8277,1164,12.0,0,1,0.0,0.0,26.0,"Scala,HTML,C#,Python",2.0,C#,6,0.176,0.105,0.0,3,0.383,0.83,3.1488,0.0157,3.19,1,0,0,58,15,38,0.1752,0,1
allenchristopher,2123,161.0,4,24,7.0,4.0,60.0,"HTML,C,Dart",1.585,C,9,0.784,0.47,0.34,3,0.576,1.78,0.593,-0.1187,5.81,1,0,1,132,191,70,0.2861,1,0
alexandra44,1398,479.0,174,27,8.0,0.0,17.0,"Scala,HTML,PHP,Ruby,C#,Python,C,Shell",3.0,Shell,5,0.068,0.059,0.571,43,0.189,0.72,-0.9409,-0.1005,3.83,0,0,1,0,19,35,0.2812,1,21
crystal36,3805,4064.0,586,329,111.0,76.0,126.0,"Scala,R,C++,Dart,C#,Python,Elixir,SQL,TypeScript,Shell,Java,Swift",3.585,Dart,15,1.0,0.447,0.709,57,0.974,3.17,0.4365,-0.1391,10.42,0,0,0,0,1040,65,0.4867,2,4
dev_3983,1447,797.0,53,53,76.0,92.0,64.0,"Julia,SQL,PHP",1.585,SQL,2,0.291,0.516,0.353,54,0.713,1.59,1.6289,0.0446,3.96,1,1,1,68,754,46,0.2574,1,19
dev_4458,2428,514.0,45,66,88.0,68.0,344.0,"CSS,Lua,HTML,Scala,Julia,Java,Python,Go,Swift",3.1699,Go,9,0.709,0.287,0.476,58,0.645,3.37,5.4209,-0.1162,6.65,0,0,1,0,597,64,0.4435,2,6
dev_8006,30,13.0,0,10,19.0,30.0,36.0,"Rust,C++,Julia,C#,Kotlin,Swift",2.585,Kotlin,3,0.0,0.188,0.047,41,0.369,0.67,-4.9863,0.1188,0.1,0,1,1,0,82,0,0.2093,0,12
fordhunter,2405,157.0,44,41,22.0,32.0,286.0,"SQL,Lua,HTML,Rust,Julia,C#,Haskell,Swift",3.0,Rust,9,0.366,0.363,0.85,55,0.828,2.86,7.6349,-0.2174,6.58,0,0,1,0,1883,104,0.4509,2,18
markyates,612,30.0,3,32,19.0,26.0,145.0,"Ruby,HTML,Go",1.585,HTML,6,0.068,0.364,0.455,13,0.389,2.06,2.104,0.0281,1.68,0,0,0,0,22,36,0.2191,1,7
dev_7376,1267,245.0,34,96,39.0,3.0,11.0,"R,Python,Elixir",1.585,Python,2,0.311,0.685,0.0,8,0.711,1.02,0.6983,0.2302,3.47,1,0,0,107,152,0,0.1994,0,15
dev_517,2875,1424.0,192,113,25.0,0.0,139.0,"CSS,R,PHP,Ruby,Julia,JavaScript,Java,Dart,C#,C,Python,Shell,Go",3.7004,Java,6,1.0,0.601,0.605,71,0.793,2.7,7.0425,-0.3,7.87,0,0,1,0,1083,25,0.5503,2,9
dev_1015,1685,105.0,15,20,8.0,9.0,220.0,"Lua,PHP,C,Kotlin,Haskell",2.3219,Haskell,6,0.764,0.553,0.16,48,0.477,2.56,2.3216,0.1154,4.61,0,1,1,0,136,30,0.3011,0,8
jason44,3476,2268.0,430,32,61.0,14.0,154.0,"SQL,C++,Julia,Dart,C,Haskell,TypeScript,Shell,Java",3.1699,Dart,18,0.93,0.683,0.415,71,0.412,3.22,12.5264,-0.0868,9.52,0,1,1,0,1516,65,0.5402,2,4
carolyn21,1516,441.0,76,78,112.0,73.0,1241.0,"CSS,Scala,Kotlin,SQL,Shell,JavaScript",2.585,Shell,12,0.947,0.881,0.511,36,1.0,2.34,0.4259,-0.0371,4.15,0,1,1,0,225,51,0.4681,1,21
paul89,2102,394.0,6,20,7.0,7.0,9.0,"Go,JavaScript,Rust",1.585,Rust,1,0.244,0.523,0.391,9,0.508,1.46,-1.8352,-0.0365,5.75,0,0,1,0,81,5,0.255,0,18
earl3,407,43.0,0,4,0.0,0.0,42.0,"Go,C++",1.0,Go,0,0.0,0.0,0.0,35,0.21,1.65,-2.731,0.2051,1.11,0,1,0,0,30,77,0.1366,0,6
dev_6131,2938,417.0,34,10,21.0,26.0,122.0,"HTML,R,Ruby,C#,Python,SQL,TypeScript,JavaScript",3.0,Ruby,7,0.343,0.397,0.208,27,0.83,2.14,0.2111,0.1451,8.04,0,1,0,0,588,48,0.2949,1,17
jean26,2326,240.0,35,53,8.0,8.0,112.0,"Scala,PHP,C++,Ruby,C,Python,SQL,Go",3.0,C,7,1.0,0.25,0.645,28,0.675,2.83,2.7456,-0.0445,6.37,0,0,1,0,2992,29,0.3855,1,0
dev_4992,1334,69.0,8,1,2.0,0.0,5.0,"Scala,Lua,PHP,Rust,Julia,Python,Shell,Java,Elixir",3.1699,Rust,5,0.582,0.184,0.362,3,0.612,1.03,-1.7585,0.1605,3.65,1,1,0,62,13,32,0.3177,0,18
kimberly2,1801,465.0,7,159,1127.0,1017.0,258.0,"R,Ruby,C#,Elixir,SQL,JavaScript,Swift",2.8074,Elixir,13,1.0,0.879,0.531,75,0.635,2.18,7.3584,0.095,4.93,0,1,0,0,771,96,0.4462,2,5
amber78,655,83.0,12,21,4.0,0.0,19.0,C,0.0,C,1,0.422,0.0,0.0,3,0.671,1.53,-1.8315,0.2031,1.79,0,1,0,0,66,14,0.1202,0,0
dev_2713,2931,4348.0,495,33,576.0,429.0,596.0,"Scala,HTML,Haskell,R,Ruby,Julia,Java,Python,SQL,TypeScript,Shell,Go,Elixir",3.7004,Shell,10,0.975,0.766,0.639,52,0.885,3.78,5.6914,-0.2169,8.02,0,0,0,0,4474,35,0.5676,2,21
dev_466,1274,31.0,1,6,1.0,1.0,4.0,"C#,Swift",1.0,Swift,0,0.112,0.19,0.172,11,0.268,0.5,3.6056,0.213,3.49,0,0,0,0,19,11,0.066,0,22
dev_597,1683,614.0,66,11,4.0,1.0,207.0,"C,PHP,JavaScript,C++",2.0,JavaScript,2,0.488,0.304,0.297,27,0.79,1.74,5.8498,0.134,4.61,1,0,0,62,342,40,0.2601,1,10
dev_9327,2198,275.0,19,21,378.0,426.0,746.0,"Python,Shell,C",1.585,Shell,10,0.885,0.885,0.17,74,0.972,1.23,4.7729,0.0263,6.02,1,0,1,79,1184,43,0.3688,1,21
jonespatricia,2965,330.0,74,89,28.0,33.0,84.0,"C++,Julia,Dart,C#,Kotlin,Python,SQL,TypeScript",3.0,Julia,10,0.669,0.556,0.757,43,0.364,1.92,-0.6234,0.127,8.12,1,0,1,13,1311,53,0.4002,1,11
tina1,1305,105.0,24,3,56.0,53.0,2021.0,"Julia,HTML,PHP,Rust",2.0,Rust,9,0.487,0.297,0.242,20,0.55,2.14,-3.8617,-0.1647,3.57,1,1,0,58,190,2,0.2328,1,18
dev_2487,3050,18932.0,3574,345,2148.0,4.0,475.0,"CSS,Lua,R,HTML,Rust,PHP,C#,Kotlin,SQL,TypeScript,JavaScript,Elixir",3.585,JavaScript,10,0.995,0.493,0.805,112,0.74,3.37,10.3186,-0.0273,8.35,1,1,1,105,75,57,0.6347,2,10
sara19,1097,25.0,1,10,4.0,1.0,2.0,Haskell,0.0,Haskell,0,0.057,0.141,0.0,41,0.088,0.89,1.7069,0.2189,3.0,0,0,0,0,75,43,0.0668,0,8
dev_2476,3845,946.0,85,40,1954.0,708.0,5549.0,"Scala,R,PHP,Rust,C++,Dart,C,Elixir,SQL,TypeScript,Shell,Swift",3.585,Shell,11,0.366,0.616,0.428,83,0.541,2.79,5.1489,-0.1363,10.53,1,0,0,20,112,78,0.5039,2,21
dev_5586,2117,402.0,38,5,63.0,75.0,22.0,"CSS,Lua,Scala,R,C++,Rust,C#,C,Kotlin,TypeScript,JavaScript,Elixir",3.585,CSS,9,0.498,0.209,0.901,77,0.555,3.44,3.0551,-0.1049,5.8,1,0,1,52,445,69,0.4842,2,3
dev_5122,3572,1045.0,9,144,94.0,105.0,33.0,"Scala,CSS,PHP,Kotlin,C,Shell,Java,Elixir,Julia,TypeScript,Lua,R,Dart,Python,Haskell,SQL,JavaScript,Go,Swift",4.2479,PHP,12,1.0,0.405,0.473,38,1.0,2.33,4.1297,-0.1076,9.78,0,0,0,0,3790,114,0.5043,2,14
danielwise,162,359.0,57,40,10.0,12.0,14.0,Kotlin,0.0,Kotlin,2,0.872,0.049,0.256,29,0.275,2.52,4.6403,0.372,0.44,1,0,0,58,59,4,0.1509,1,12
kristine44,2009,25.0,5,14,4.0,2.0,245.0,"Ruby,Dart,C#,C,TypeScript,Shell,Elixir",2.8074,C#,3,0.076,0.367,0.738,49,0.088,1.42,-2.5454,0.0379,5.5,0,0,0,0,520,48,0.2476,0,1
nicole84,3026,150.0,16,18,20.0,20.0,188.0,"PHP,Haskell,R,C#",2.0,C#,9,0.46,0.316,0.156,69,0.895,3.02,3.0738,0.0274,8.28,0,0,0,0,1369,23,0.3472,1,1
teresa92,2864,3710.0,766,108,213.0,364.0,303.0,"Scala,HTML,R,Rust,Python,SQL,Java,Swift",3.0,Swift,6,0.501,0.52,0.332,41,0.623,1.6,0.3717,-0.0228,7.84,0,0,1,0,772,66,0.3691,2,22
patrick20,2690,889.0,134,10,356.0,192.0,122.0,"Lua,HTML,Rust,Julia,SQL,TypeScript,Shell",2.8074,Shell,7,0.463,0.702,0.36,55,0.671,2.24,-2.5867,-0.0595,7.36,1,0,0,107,106,53,0.3685,1,21
anita36,3833,845.0,211,43,10.0,8.0,2034.0,"Scala,R,PHP,Ruby,Java,Dart,C#,Python,SQL,TypeScript,Shell,JavaScript",3.585,Shell,5,0.408,0.176,0.494,53,0.79,2.78,5.5585,-0.1304,10.49,0,0,1,0,200,33,0.4421,0,21
george79,30,175.0,30,13,16.0,1.0,198.0,"CSS,Lua,HTML,Rust,Java,Kotlin,SQL,TypeScript,JavaScript,Elixir",3.3219,Kotlin,9,0.948,0.259,0.263,54,0.687,2.43,2.4466,-0.094,0.1,0,1,1,0,1104,42,0.3826,1,12
christopher30,2186,2500.0,256,7,49.0,87.0,76.0,"Scala,HTML,Rust,Dart,C#,Python,TypeScript,Go",3.0,TypeScript,9,0.76,0.885,0.35,55,0.803,2.25,3.8434,0.043,5.98,0,1,1,0,168,94,0.4383,2,23
dev_6134,2428,578.0,23,45,115.0,202.0,64.0,"Lua,C++,Dart,C,Java",2.3219,Dart,14,0.519,0.895,0.824,67,0.922,1.56,-0.4381,-0.0321,6.65,1,1,1,15,2101,76,0.4383,2,4
jenny52,1326,310.0,70,115,432.0,399.0,143.0,"HTML,R,Ruby,Java,SQL,JavaScript",2.585,Java,5,0.526,0.056,0.485,21,0.416,2.13,-0.8852,0.0983,3.63,0,1,1,0,65,40,0.2379,1,9
uwalker,1445,1149.0,65,74,47.0,36.0,1.0,"Go,C++,Python,C,Haskell,TypeScript,Java",2.8074,Go,13,0.78,0.269,0.401,41,0.841,3.3,0.6797,-0.0257,3.96,0,0,0,0,251,40,0.4013,1,6
martinezdavid,3149,3737.0,767,800,524.0,599.0,30.0,"Scala,CSS,Go,JavaScript,C#,C,SQL,TypeScript,Java,Elixir",3.3219,Elixir,15,1.0,0.679,0.833,91,0.69,3.04,5.1009,-0.1017,8.62,1,0,1,140,1590,72,0.6076,2,5
erin28,222,249.0,20,199,36.0,57.0,86.0,"CSS,Lua,PHP,Rust,C++,Python,Swift",2.8074,Rust,5,0.908,0.013,0.508,38,0.222,1.59,-4.6045,-0.204,0.61,0,0,0,0,106,0,0.2912,0,18
dev_2482,2631,14.0,1,32,35.0,20.0,39.0,Kotlin,0.0,Kotlin,4,0.895,0.476,0.079,3,0.315,1.78,2.1929,0.1078,7.2,0,0,0,0,36,44,0.2126,0,12
dev_6222,3132,1939.0,365,151,30.0,21.0,11.0,"CSS,Lua,HTML,R,Rust,C++,Dart,C#,Kotlin,TypeScript,Java",3.4594,TypeScript,13,0.432,0.892,0.462,35,0.558,3.15,3.3123,-0.092,8.57,1,1,1,111,502,54,0.4463,1,23
jessica48,2927,204.0,42,39,962.0,330.0,62.0,"Lua,C++,Haskell,Shell,Go",2.3219,Lua,13,1.0,0.104,0.396,47,0.49,2.09,5.0412,0.1608,8.01,0,0,1,0,228,86,0.373,1,13
ellen36,1890,41.0,1,13,4.0,5.0,63.0,"HTML,R,Ruby,Python,Haskell,TypeScript,Elixir",2.8074,Ruby,2,0.818,0.449,0.418,54,0.556,1.36,3.4365,-0.0209,5.17,1,1,0,20,1259,64,0.3698,1,17
david50,1645,312.0,55,2,177.0,137.0,99.0,"Ruby,PHP",1.0,PHP,9,0.804,0.498,0.358,77,0.679,1.01,1.8073,0.1174,4.5,0,0,0,0,780,35,0.2563,1,14
mary35,1414,331.0,59,14,26.0,28.0,39.0,"CSS,Lua,Haskell,C++,Julia,Dart,SQL,Shell",3.0,Dart,15,0.929,0.548,0.536,38,0.508,2.4,3.4334,-0.027,3.87,1,0,0,26,244,118,0.4591,1,4
dev_3185,1464,2285.0,5,24,44.0,19.0,251.0,"Lua,HTML,PHP,SQL,Go",2.3219,Lua,8,0.624,0.377,0.591,50,1.0,3.62,-0.8337,0.114,4.01,1,0,1,115,53,43,0.3957,1,13
dev_5627,3899,279.0,38,24,167.0,199.0,489.0,"Scala,Lua,PHP,C++,Rust,Julia,Dart,Kotlin,Elixir,SQL,Go,Swift",3.585,C++,13,0.891,0.449,0.504,69,0.546,3.51,1.0444,-0.054,10.67,1,1,0,73,376,26,0.4182,2,2
dev_1280,1090,23.0,2,3,1.0,0.0,825.0,"Kotlin,Haskell,Shell,Go,Swift",2.3219,Haskell,0,0.671,0.0,0.55,11,0.424,3.14,-0.9363,0.2698,2.98,0,0,0,0,27,74,0.2275,0,8
marc26,2534,410.0,92,6,27.0,27.0,678.0,"Scala,Python,Kotlin,SQL,TypeScript",2.3219,Kotlin,7,0.841,0.394,0.609,86,0.524,3.14,3.5337,0.1071,6.94,1,0,0,80,756,46,0.3359,1,12
samanthawong,30,450.0,74,28,18.0,24.0,47.0,"Scala,HTML,Haskell,Elixir",2.0,Scala,3,0.467,0.538,0.268,50,0.01,1.88,0.3749,-0.0423,0.1,1,0,1,41,85,54,0.1555,0,20
longkimberly,159,29.0,3,17,15.0,4.0,74.0,"C++,Ruby,Julia,Dart,C,SQL,TypeScript,Elixir",3.0,TypeScript,2,0.895,0.371,0.105,34,0.126,2.2,0.2681,0.0355,0.44,0,0,1,0,155,0,0.317,1,23
elizabethdavis,1909,28.0,6,63,1.0,0.0,2.0,"Scala,Lua,Rust,Ruby,Haskell,Go",2.585,Lua,2,0.659,0.0,0.042,11,0.655,2.09,-6.5594,0.0735,5.23,0,0,0,0,110,34,0.2197,0,13
natalie29,3122,974.0,74,29,159.0,173.0,1407.0,"Scala,PHP,Dart,C#,C,Python,SQL,TypeScript,Go",3.1699,PHP,12,0.466,0.672,0.435,44,0.415,3.73,3.2622,-0.1021,8.55,1,0,0,41,209,149,0.3885,2,14
whitejustin,1710,1843.0,297,4,5.0,3.0,7.0,"Go,Lua,C",1.585,Lua,5,0.0,0.072,0.66,58,1.0,2.62,6.0033,-0.0059,4.68,1,1,0,108,22,64,0.2826,1,13
christopher3,925,21.0,4,7,3.0,4.0,33.0,TypeScript,0.0,TypeScript,0,0.168,0.0,0.156,21,0.342,0.7,-0.532,0.2699,2.53,0,0,1,0,44,1,0.0866,0,23
dev_1367,136,27.0,0,25,24.0,33.0,4.0,"CSS,HTML,R,Rust,Dart,C#,Python,SQL,Swift",3.1699,Rust,7,0.336,0.318,0.0,24,0.334,1.43,2.9174,0.1083,0.37,0,0,0,0,8,59,0.271,0,18
daniel4,2649,389.0,27,54,235.0,144.0,99.0,"PHP,Dart,C#,C,Kotlin,Elixir",2.585,Dart,10,0.445,0.283,0.447,27,0.94,3.88,1.4541,-0.1394,7.25,1,1,0,107,1764,35,0.4046,1,4
fallen,2849,2019.0,295,32,652.0,930.0,134.0,"Swift,R,HTML,C#,Python,Kotlin,SQL,TypeScript,Go,Elixir",3.3219,SQL,15,0.52,0.766,0.485,95,0.713,3.93,2.1005,-0.1984,7.8,1,1,1,121,647,98,0.4944,2,19
stephanie64,1051,6.0,0,2,3.0,1.0,6.0,Rust,0.0,Rust,0,0.182,0.091,0.0,30,0.16,0.58,-0.2352,0.0577,2.88,0,0,0,0,69,49,0.0824,0,18
wilsonnathan,3123,407.0,44,42,280.0,354.0,243.0,"CSS,Rust,JavaScript,Dart,Kotlin,C,Haskell,TypeScript,Go,Swift",3.3219,Kotlin,10,0.768,0.577,0.508,67,0.702,2.08,5.118,-0.0151,8.55,1,1,1,121,1579,62,0.4657,2,12
dev_2982,2160,23.0,7,12,2.0,4.0,34.0,"Ruby,C",1.0,Ruby,4,0.135,0.322,0.312,41,0.225,0.5,-2.9003,0.1286,5.91,0,0,1,0,58,20,0.1277,0,17
dev_1362,183,323.0,22,13,3.0,2.0,102.0,Shell,0.0,Shell,4,0.202,0.486,0.132,36,0.274,2.93,-4.8528,0.1295,0.5,0,0,1,0,129,43,0.1596,0,21
anthonyellis,30,120.0,20,11,3.0,0.0,21.0,"C++,Ruby,C#,SQL,Shell,Java",2.585,Java,4,0.124,0.366,0.107,37,0.291,1.8,-1.8771,0.0777,0.1,0,0,1,0,95,40,0.2308,0,9
collierchristine,501,91.0,20,3,1.0,1.0,1.0,C,0.0,C,0,0.0,0.323,0.0,21,0.476,1.01,-3.4535,0.191,1.37,0,0,1,0,5,0,0.1047,1,0
janetestrada,1046,129.0,0,43,9.0,7.0,59.0,"C++,Haskell,Shell,Go,Swift",2.3219,Shell,4,0.128,0.568,0.224,59,0.405,1.35,4.0898,0.1545,2.86,0,0,1,0,125,11,0.2401,0,21
andrea87,30,9.0,0,8,1.0,0.0,311.0,Lua,0.0,Lua,4,0.132,0.0,0.0,31,0.277,1.09,-0.6372,0.1404,0.1,0,1,0,0,110,0,0.0397,0,13
dev_6121,4562,1127.0,2,39,88.0,104.0,885.0,"CSS,Swift,HTML,R,Rust,Dart,Kotlin,SQL,Elixir",3.1699,CSS,15,0.693,0.754,0.975,60,0.353,2.9,1.9306,-0.0823,12.49,1,1,1,19,1141,42,0.4475,2,3
mark51,3835,22118.350000000006,2368,44,2166.2100000000046,1941.050000000001,4134.0,"Scala,Swift,R,PHP,Rust,C++,Julia,Kotlin,Python,Haskell,Java,Elixir",3.585,Java,16,0.627,0.557,0.845,74,0.719,1.53,3.9003,-0.2248,10.5,1,1,1,45,902,162,0.6725,2,9
lisa27,904,173.0,48,6,41.0,17.0,111.0,Python,0.0,Python,5,0.65,0.35,0.484,68,0.416,3.86,1.5476,0.16,2.48,0,0,1,0,420,82,0.2256,1,15
kelsey84,1400,1933.0,123,18,10.0,7.0,11.0,"Go,Scala,JavaScript,C++",2.0,Scala,4,0.157,0.0,0.138,31,0.321,1.04,1.4192,0.1394,3.83,0,0,1,0,194,29,0.1343,0,20
dev_2818,4686,2680.0,2,28,227.0,179.0,752.0,"SQL,CSS,HTML,PHP,Kotlin,Haskell,TypeScript,JavaScript",3.0,TypeScript,13,0.493,0.758,0.564,56,0.959,3.22,7.1594,-0.0888,12.83,0,0,1,0,7186,86,0.4845,2,23
jesse4,30,75.0,11,19,0.0,0.0,3.0,Java,0.0,Java,5,0.02,0.285,0.263,31,0.01,1.44,-2.2802,0.2883,0.1,1,0,0,65,30,0,0.0547,0,9
dev_9694,1045,82.0,19,30,5.0,4.0,57.0,PHP,0.0,PHP,3,0.436,0.069,0.326,33,0.352,1.47,1.4792,0.192,2.86,0,0,0,0,136,0,0.0863,1,14
craig43,752,627.0,174,16,13.0,3.0,65.0,"Scala,CSS,HTML,R,Dart,JavaScript",2.585,R,3,0.221,0.881,0.271,22,0.613,1.91,-2.4558,0.1114,2.06,0,0,0,0,239,31,0.304,1,16
morrisxavier,1462,2511.0,111,67,16.0,11.0,534.0,"R,C++,Rust,C#,TypeScript,Elixir",2.585,R,12,0.415,0.356,0.354,64,0.422,1.33,6.5657,-0.0624,4.0,0,1,1,0,3780,41,0.3382,0,16
nanderson,1012,245.0,44,244,7.0,1.0,341.0,"Lua,R,C++,Ruby,Julia,C#,SQL,Go",3.0,C#,7,0.218,0.729,0.316,30,0.74,2.07,-2.2664,0.0521,2.77,1,1,0,133,60,28,0.3059,1,1
heather81,3439,1288.0,327,3,207.0,59.0,1306.0,"HTML,Julia,Dart,C,Kotlin,TypeScript,Shell,Java,Swift",3.1699,C,10,0.88,0.485,0.469,71,0.597,1.96,4.5647,-0.1954,9.42,0,1,0,0,1586,91,0.4334,1,0
joseph62,1758,390.0,35,6,2.0,1.0,22.0,"CSS,Lua,HTML,C++,Julia,Dart",2.585,HTML,9,0.593,0.55,0.466,35,0.296,2.4,2.1404,0.113,4.81,0,0,0,0,171,21,0.3643,1,7
jason14,3229,328.0,69,23,1.0,0.0,68.0,"Ruby,HTML,Shell",1.585,HTML,2,0.796,0.785,0.493,14,0.842,0.83,-0.0068,0.0751,8.84,0,0,1,0,73,11,0.3289,1,7
lindsey85,3177,237.0,40,156,177.0,220.0,212.0,"CSS,R,HTML,C++,Julia,Java,Dart,C#,Go,Swift",3.3219,CSS,10,0.689,0.598,0.815,76,0.386,3.49,7.5716,-0.0656,8.7,0,1,1,0,265,56,0.4964,2,3
chris16,1635,20.0,1,50,2.0,1.0,33.0,"PHP,JavaScript",1.0,PHP,3,0.0,0.159,0.0,3,0.48,1.17,1.2374,0.1362,4.48,0,0,1,0,5,26,0.0666,1,14
michelle30,277,3.0,0,21,0.0,0.0,4.0,Shell,0.0,Shell,0,0.336,0.0,0.0,18,0.508,1.4,-8.0,0.0962,0.76,0,0,0,0,14,0,0.0575,0,21
kelsey64,1441,1156.0,216,38,33.0,44.0,257.0,"Haskell,Lua,PHP,C",2.0,Lua,10,0.742,0.548,0.876,79,0.677,2.65,5.4706,-0.028,3.95,1,0,1,12,88,67,0.406,1,13
loriwright,1230,1198.0,160,74,43.0,43.0,31.0,"C++,Dart,Python,C,Haskell,Shell,JavaScript",2.8074,Dart,7,0.805,0.559,0.474,66,0.703,2.48,0.0598,-0.1088,3.37,1,1,0,101,205,48,0.3809,2,4
edward63,2781,140.0,17,2,134.0,162.0,62.0,"Ruby,Java,Swift",1.585,Ruby,3,0.588,0.427,0.424,20,0.242,2.03,3.3163,0.0755,7.61,1,0,0,59,119,58,0.2896,1,17
richard78,581,18.0,1,8,6.0,5.0,29.0,SQL,0.0,SQL,0,0.449,0.03,0.0,3,0.077,1.03,-0.4244,0.1669,1.59,0,0,1,0,91,87,0.0523,0,19
dev_6671,2121,3793.0,288,353,259.0,147.0,7303.400000000031,"CSS,Scala,HTML,PHP,Rust,R,JavaScript,C#,C,Java,Elixir",3.4594,C,12,0.891,0.645,0.747,51,0.861,1.95,0.8221,0.0591,5.81,1,0,0,140,358,131,0.4323,2,0
nmartin,640,84.0,22,9,130.0,10.0,22.0,"PHP,Rust,Dart,C#,Go,Swift",2.585,Go,2,0.557,0.2,0.359,31,0.01,2.81,7.4785,0.0593,1.75,0,0,1,0,1154,33,0.2825,1,6
dev_7990,987,49.0,5,14,1.0,0.0,2.0,R,0.0,R,4,0.329,0.0,0.182,11,0.181,2.28,2.0093,0.1323,2.7,1,0,1,91,92,1,0.1449,0,16
melissa84,2981,1154.0,128,26,13.0,7.0,286.0,"Dart,Java,Elixir",1.585,Java,6,0.86,0.398,0.478,65,0.75,2.07,2.007,0.0879,8.16,0,0,0,0,299,62,0.3488,1,9
jason91,1118,86.0,0,12,60.0,27.0,26.0,"Scala,JavaScript,C,Kotlin,TypeScript,Go",2.585,C,9,0.385,0.0,0.0,38,0.124,1.29,0.9206,-0.1465,3.06,1,0,1,137,20,14,0.1932,1,0
brandi09,3179,637.0,141,25,23.0,0.0,7303.400000000031,"Scala,Lua,R,PHP,C++,Dart,C,Python,SQL",3.1699,R,3,0.7,0.323,0.66,65,0.741,3.15,3.7707,-0.2357,8.7,0,1,1,0,13746,72,0.4282,2,16
samantha44,756,19.0,4,30,1.0,0.0,170.0,"Lua,Rust,C#,C,Shell",2.3219,Lua,6,0.582,0.151,0.702,30,0.01,1.49,-1.3008,0.1753,2.07,0,0,0,0,155,2,0.2218,0,13
dev_9774,30,26.0,3,46,1.0,0.0,67.0,"CSS,Shell,C#,C++",2.0,Shell,0,0.042,0.179,0.196,15,0.3,0.55,-8.0,0.3552,0.1,0,0,0,0,25,43,0.1385,0,21
dev_1128,1548,318.0,26,5,343.0,192.0,554.0,"Scala,Lua,R,CSS,Ruby,C#,SQL,JavaScript",3.0,Lua,6,0.81,0.251,0.333,34,0.494,2.69,3.913,-0.123,4.24,0,0,1,0,554,9,0.3968,1,13
dev_734,30,55.0,2,18,7.0,1.0,7.0,"Scala,Shell,Haskell",1.585,Scala,2,0.363,0.174,0.352,46,0.096,1.65,-2.3918,-0.0135,0.1,0,0,0,0,56,48,0.1917,1,20
quinnconnie,4884,181.0,15,6,124.0,41.0,12.0,"HTML,Rust,Dart,Kotlin,Python,SQL,Elixir",2.8074,Elixir,8,0.814,0.278,0.772,24,0.521,3.19,5.9627,-0.2907,13.37,1,1,0,10,695,51,0.4934,1,5
jerome23,3949,7113.0,1321,50,270.0,363.0,2296.0,"CSS,R,PHP,Rust,HTML,Ruby,Julia,Java,Dart,Python,SQL,JavaScript,Swift",3.7004,Rust,11,1.0,1.0,0.962,79,0.797,4.26,8.9178,-0.2268,10.81,1,0,0,109,1264,116,0.6695,2,18
dev_4889,1272,481.0,11,6,17.0,12.0,10.0,"R,Rust,Dart,C#,Python,TypeScript,Swift",2.8074,C#,7,0.427,0.345,0.787,27,0.242,1.29,2.2977,-0.1822,3.48,0,1,1,0,167,43,0.3401,1,1
