developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier,primary_language_encoded,log_total_commits,log_stars_received,log_pull_requests_merged,log_issues_closed,log_total_repos,commit_velocity,recency_score,repos_per_year,pr_merge_rate,execution_quality,language_count,impact_weight,profile_completeness,growth_momentum,consistency_index
gregory54,30,418.0,80,17,11.0,8.0,33.0,"Scala,R,PHP,HTML,Julia,JavaScript,Go",2.8074,R,5,0.0,0.69,0.0,48,0.083,2.8,-0.3151,0.122,0.1,1,0,0,67,165,54,0.2731,0,16,6.037870919922137,3.5263605246161616,2.4849066497880004,2.1972245773362196,2.8903717578961645,67.4194,0.1909,15.4545,0.55,0.276,7,10.1925,1,-0.2865,0.8913
dev_799,2215,133.0,12,4,8.0,9.0,63.0,"R,Julia,Java,Dart,Python,C,Shell,Go",3.0,Dart,1,0.0,0.473,0.62,13,0.655,3.15,2.2002,0.0967,6.06,0,0,0,0,749,109,0.3105,1,4,4.897839799950911,4.1588830833596715,2.1972245773362196,2.302585092994046,1.6094379124341003,0.4207,0.0896,0.5666,0.4444,0.3752,8,6.6935,0,0.3116,0.9118
pattyberry,4265,531.0,207,154,487.0,183.0,49.0,"CSS,HTML,PHP,C++,Ruby,Julia,Dart,Kotlin,TypeScript,Shell,JavaScript",3.4594,PHP,11,1.0,0.187,0.723,71,0.515,2.29,3.2091,-0.2231,11.68,0,0,1,0,681,53,0.4108,2,14,6.2766434893416445,3.912023005428146,6.1903154058531475,5.214935757608986,5.043425116919247,0.8728,0.3891,12.1451,0.7258,0.5917,11,19.73,1,0.2531,0.8176
ybishop,30,8.0,1,1,3.0,3.0,7.0,HTML,0.0,HTML,4,0.37,0.205,0.127,8,0.112,1.45,-0.3612,0.2386,0.1,0,1,1,0,16,0,0.1156,0,7,2.1972245773362196,2.0794415416798357,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.2903,0.1111,0.9091,0.4286,0.2311,1,1.4414,2,-0.3284,0.8074
sharon81,3051,114.0,6,39,7.0,8.0,34.0,"C++,Java,Dart,Haskell,Go",2.3219,Dart,7,0.426,0.241,0.388,62,0.737,2.81,3.7687,-0.0271,8.35,0,0,1,0,470,77,0.3236,1,4,4.74493212836325,3.5553480614894135,2.0794415416798357,2.1972245773362196,3.6888794541139363,0.2619,0.0522,4.1711,0.4375,0.3406,5,13.1153,1,0.4031,0.9736
kevin61,3821,1671.0,169,129,132.0,136.0,636.0,"SQL,CSS,Lua,R,Scala,Julia,Dart,Haskell,TypeScript,JavaScript,Elixir",3.4594,CSS,7,0.319,0.6,0.721,26,0.646,3.52,3.1606,0.0948,10.46,1,0,0,101,410,54,0.4302,2,3,7.421775793644647,6.456769655572163,4.890349128221754,4.919980925828125,4.867534450455582,3.0665,0.1011,11.2565,0.4907,0.552,11,31.4285,1,0.2758,0.9134
amber3,2135,9.0,0,11,7.0,4.0,135.0,"Ruby,Python",1.0,Ruby,0,0.276,0.116,0.0,35,0.167,1.75,-0.5693,-0.0101,5.85,0,0,0,0,108,53,0.1373,0,17,2.302585092994046,4.912654885736052,2.0794415416798357,1.6094379124341003,2.4849066497880004,0.0295,0.0,1.6058,0.5833,0.1292,2,12.2075,0,-0.0831,0.99
kathryn91,1292,176.0,40,8,12.0,2.0,3.0,"HTML,C++,Dart,C#,Haskell,Go,Swift",2.8074,C#,2,0.556,0.0,0.117,47,0.028,3.15,0.4221,0.0487,3.54,0,1,1,0,22,7,0.2392,0,1,5.176149732573829,1.3862943611198906,2.5649493574615367,1.0986122886681096,2.1972245773362196,0.9509,0.226,1.7621,0.8,0.2019,7,3.046,2,0.093,0.9536
dev_5085,3221,3100.0,427,92,1929.0,1928.0,2399.0,"Lua,R,HTML,C++,Rust,Julia,Java,Dart,Kotlin,Go",3.3219,Lua,12,1.0,1.0,0.916,46,0.982,4.35,3.116,-0.1848,8.82,0,1,1,0,1019,43,0.6735,2,13,8.03947991910045,7.783224016336037,7.5652752818989315,7.564757012905729,4.532599493153256,6.7444,0.1377,9.3686,0.5,0.9748,10,35.2782,2,0.3173,0.844
wmiller,1394,92.0,6,37,16.0,6.0,242.0,"Scala,PHP,Rust,C,Kotlin,TypeScript,Go",2.8074,Go,5,0.488,0.446,0.799,49,0.519,1.07,1.4945,0.1397,3.82,1,0,0,120,249,10,0.3419,1,6,4.532599493153256,5.493061443340548,2.833213344056216,1.9459101490553132,3.6375861597263857,0.4608,0.0645,7.6763,0.6957,0.5645,7,19.9815,1,0.3101,0.8774
joshua9,1660,4822.0,669,34,58.0,11.0,117.0,"Scala,CSS,HTML,PHP,Swift,Lua,C++,Ruby,Julia,JavaScript,Dart,C#,C,Kotlin,Shell,Java,Elixir",4.0875,C#,15,0.488,0.586,0.48,60,0.856,2.75,1.5982,0.047,4.54,0,0,0,0,132,37,0.5087,2,1,8.481151420068972,4.770684624465665,4.07753744390572,2.4849066497880004,3.5553480614894135,20.3391,0.1387,6.1372,0.8286,0.5248,17,16.9614,0,0.2885,0.9551
tiffany69,1324,39.0,9,105,101.0,60.0,21.0,"CSS,Scala,PHP,Dart,C,Python,TypeScript,Java",3.0,PHP,3,0.635,0.075,0.344,27,0.57,2.9,-0.7526,-0.0353,3.62,0,1,0,0,172,39,0.3479,1,14,3.6888794541139363,3.091042453358316,4.624972813284271,4.110873864173311,4.663439094112067,0.2061,0.225,22.7273,0.6235,0.3237,8,14.4149,1,-0.1629,0.9659
andrew86,3185,677.0,125,359,63.0,109.0,387.0,"Scala,HTML,Rust,Go,Ruby,Julia,Dart,C#,Haskell,JavaScript,Elixir",3.4594,Ruby,8,1.0,0.723,0.929,82,0.76,3.27,0.9731,-0.0728,8.72,1,0,1,42,3974,60,0.4739,2,17,6.519147287940395,5.961005339623274,4.1588830833596715,4.700480365792417,5.886104031450156,1.4897,0.1844,36.9342,0.3642,0.8679,11,35.0871,2,0.1001,0.9321
cummingsmichael,1586,61.0,12,26,139.0,106.0,167.0,"R,C++,Dart,C#,Python,Kotlin,Go",2.8074,Go,7,1.0,0.251,0.509,52,0.784,2.23,8.496,-0.0115,4.34,0,0,1,0,1134,13,0.3916,1,6,4.127134385045092,5.123963979403259,4.941642422609304,4.672828834461906,3.295836866004329,0.2691,0.1935,4.8689,0.565,0.5531,7,16.8877,1,1.591,0.9886
jenna23,1891,41.0,6,8,29.0,41.0,53.0,"Scala,R,Kotlin,Haskell,Shell,Java",2.585,R,8,0.514,0.723,0.42,88,0.572,2.05,2.4896,0.1145,5.18,1,0,1,110,157,0,0.3571,1,16,3.7376696182833684,3.9889840465642745,3.4011973816621555,3.7376696182833684,2.1972245773362196,0.1516,0.1429,1.2945,0.4085,0.5694,6,8.7647,2,0.4028,0.8973
jason46,3819,343.0,54,48,28.0,21.0,13.0,"Rust,Ruby,Julia,Dart,C,SQL,TypeScript,JavaScript",3.0,JavaScript,6,0.678,0.467,0.422,43,0.658,3.75,2.6279,0.0275,10.46,1,0,0,66,1169,34,0.4001,1,10,5.840641657373398,2.639057329615259,3.367295829986474,3.091042453358316,3.8918202981106265,0.6295,0.157,4.1885,0.56,0.5168,8,10.2707,1,0.2293,0.9732
danielle16,2607,1338.0,23,9,10.0,11.0,19.0,"HTML,Python,C++",1.585,Python,10,0.89,0.906,0.344,30,0.385,2.7,1.78,-0.1154,7.14,0,0,1,0,778,75,0.3457,1,15,7.199678345691172,2.995732273553991,2.3978952727983707,2.4849066497880004,2.302585092994046,3.5941,0.0172,1.1057,0.4545,0.7326,3,6.8979,1,0.2187,0.8965
christopher7,1299,1.0,0,3,2.0,0.0,84.0,"Rust,C#,Python,Kotlin,Haskell,Go",2.585,Python,4,0.263,0.275,0.436,55,0.217,0.54,0.9336,-0.0466,3.56,1,0,0,88,57,83,0.2391,0,15,0.6931471805599453,4.442651256490317,1.0986122886681096,0.0,1.3862943611198906,0.0054,0.0,0.6579,0.6667,0.3197,6,6.1588,1,0.2047,0.9555
christopher75,1476,158.0,3,16,72.0,30.0,37.0,"Scala,HTML,C++,C#,Kotlin,Go",2.585,Kotlin,5,0.362,0.189,0.113,12,0.4,2.12,1.4462,0.0936,4.04,1,0,0,107,163,0,0.2552,0,12,5.0689042022202315,3.6375861597263857,4.290459441148391,3.4339872044851463,2.833213344056216,0.7485,0.0189,3.1746,0.699,0.2181,6,10.3061,1,0.2869,0.9144
timothy9,3753,2744.0,619,93,152.0,25.0,567.0,"Lua,R,Rust,Ruby,Java,Kotlin,C,Python,Haskell,TypeScript,Shell,JavaScript",3.585,Haskell,11,0.8,0.394,0.687,76,0.242,3.2,10.647,-0.0975,10.28,0,0,1,0,3381,70,0.424,2,8,7.917536353943631,6.342121418721152,5.030437921392435,3.258096538021482,4.543294782270004,5.1236,0.2255,8.2447,0.8539,0.6037,12,28.8141,1,0.9439,0.9112
victoria49,4627,12083.0,338,147,251.0,311.0,981.0,"Scala,HTML,PHP,C++,Ruby,Julia,Dart,C#,C,SQL,Shell,Java,Elixir",3.7004,C#,16,1.0,0.555,0.838,56,0.837,2.3,3.6887,-0.1446,12.67,1,1,1,74,4770,88,0.6142,2,1,9.399637542506563,6.889591308354466,5.529429087511423,5.7430031878094825,4.997212273764115,18.312,0.028,10.7535,0.4458,0.7734,13,34.4288,3,0.2698,0.8737
joan76,2081,867.0,63,10,718.0,420.0,847.0,"Ruby,Dart,C#,SQL,TypeScript,Shell,Swift",2.8074,Dart,10,0.868,0.594,0.37,72,0.206,1.74,3.5436,-0.2744,5.7,1,1,1,127,5023,49,0.3775,2,4,6.7661917146603505,6.742880635791903,6.577861357721047,6.042632833682381,2.3978952727983707,2.9153,0.0726,1.4925,0.6304,0.609,7,16.1687,3,0.5289,0.7847
david13,2362,95.0,16,69,88.0,40.0,5.0,"Julia,TypeScript,C#,C++",2.0,C#,11,0.603,0.243,0.697,40,0.54,3.98,5.1284,-0.0086,6.47,1,1,1,136,734,20,0.4124,1,1,4.564348191467836,1.791759469228055,4.48863636973214,3.713572066704308,4.248495242049359,0.2815,0.1667,9.2369,0.6822,0.4872,4,7.6123,3,0.6865,0.9915
amanda62,3276,827.0,17,39,146.0,172.0,267.0,"CSS,Lua,HTML,C++,Julia,Dart,Kotlin,Haskell,TypeScript,JavaScript",3.3219,JavaScript,11,0.775,0.133,0.311,33,0.406,2.09,7.0261,0.0703,8.97,1,1,1,26,235,47,0.3568,2,10,6.71901315438526,5.5909869805108565,4.990432586778736,5.153291594497779,3.6888794541139363,1.7692,0.0205,3.9117,0.4577,0.379,10,20.6245,3,0.7047,0.9343
mmccoy,3349,590.0,51,16,37.0,40.0,11.0,"HTML,Python,C,SQL,TypeScript,Java,Elixir",2.8074,C,9,0.364,0.334,0.842,31,0.516,3.08,3.3448,-0.0957,9.17,1,1,1,91,1525,37,0.3035,2,0,6.3818160174060985,2.4849066497880004,3.6375861597263857,3.713572066704308,2.833213344056216,1.2347,0.0863,1.5733,0.4744,0.4954,7,7.0403,3,0.3289,0.9127
benjamin23,2432,2402.0,396,27,11.0,16.0,725.0,"Scala,R,Python,SQL,JavaScript,Elixir",2.585,R,8,0.782,0.474,0.27,3,0.559,2.86,-0.8339,0.0323,6.66,1,0,0,28,319,21,0.3759,1,16,7.784473235736469,6.587550014824796,2.4849066497880004,2.833213344056216,3.332204510175204,6.9158,0.1648,3.5248,0.3929,0.5052,6,21.9511,1,-0.1089,0.9687
danielle85,2841,1188.0,229,44,127.0,95.0,206.0,"SQL,Scala,Lua,HTML,Swift,Go,Ruby,Julia,Dart,C#,Python,C,Haskell,JavaScript,Elixir",3.9069,C#,11,0.459,0.356,0.842,66,0.609,2.68,6.577,-0.1487,7.78,1,0,1,34,434,111,0.4447,2,1,7.080867896690782,5.332718793265369,4.852030263919617,4.564348191467836,3.8066624897703196,2.9293,0.1926,5.0114,0.5695,0.5327,15,20.2999,2,0.7491,0.8705
dana55,30,34.0,2,7,3.0,4.0,48.0,"Scala,HTML",1.0,Scala,0,0.531,0.206,0.39,34,0.01,2.26,0.0453,0.1501,0.1,1,0,1,46,60,0,0.1945,1,20,3.5553480614894135,3.8918202981106265,1.3862943611198906,1.6094379124341003,2.0794415416798357,5.4839,0.0571,6.3636,0.375,0.3587,2,8.0928,2,0.0412,0.8695
dominiquesmith,4616,4720.0,3,430,86.0,93.0,2221.0,"CSS,PHP,C++,Ruby,Julia,Java,Dart,C#,C,Kotlin,Haskell,TypeScript,JavaScript,Elixir",3.8074,C#,15,1.0,1.0,0.169,61,0.368,2.07,3.6273,-0.1578,12.64,1,1,1,34,2380,130,0.503,2,1,8.459775920546287,7.706162970199575,4.465908118654584,4.543294782270004,6.066108090103747,7.1702,0.0006,31.5249,0.4778,0.7507,14,46.7464,3,0.2659,0.8637
kara28,2006,70.0,9,133,58.0,10.0,110.0,"PHP,Ruby,C#,SQL,Go",2.3219,C#,5,0.521,0.262,0.483,26,0.588,2.76,1.7302,0.0338,5.49,1,1,1,56,208,44,0.3,1,1,4.2626798770413155,4.709530201312334,4.07753744390572,2.3978952727983707,4.897839799950911,0.2443,0.1268,20.4931,0.8406,0.406,5,23.0665,3,0.2666,0.9673
dev_8488,3444,22118.35000000001,1999,92,40.0,26.0,355.0,"R,PHP,Rust,C++,HTML,Ruby,Dart,C,Elixir,Haskell,TypeScript,Java,Swift",3.7004,C,9,0.781,0.419,0.983,73,0.627,3.11,0.3036,-0.0488,9.43,1,0,1,11,525,67,0.555,2,0,10.004208070032728,5.87493073085203,3.713572066704308,3.295836866004329,4.532599493153256,45.0146,0.0904,8.8207,0.597,0.6968,13,26.6287,2,0.0291,0.9535
dev_9113,1436,1075.0,87,14,13.0,16.0,111.0,"Lua,R,Rust,Ruby,C#,C,Kotlin,Shell,JavaScript",3.1699,C#,5,0.14,0.295,0.0,35,0.225,1.99,1.8638,0.0407,3.93,0,0,0,0,652,52,0.2163,1,1,6.98100574072173,4.718498871295094,2.639057329615259,2.833213344056216,2.70805020110221,5.2347,0.0809,2.8398,0.4333,0.16,9,12.7779,0,0.3781,0.9609
alex48,1229,125.0,1,8,3.0,3.0,697.0,"HTML,C,Haskell,Go,Swift",2.3219,Swift,3,0.783,0.382,0.0,50,0.6,3.27,4.8455,0.0986,3.36,1,0,1,108,500,52,0.3352,1,22,4.836281906951478,6.548219102762372,1.3862943611198906,1.3862943611198906,2.1972245773362196,0.7114,0.0079,1.8349,0.4286,0.3877,5,14.3879,2,1.1114,0.9102
scantu,3174,468.0,173,41,47.0,74.0,527.0,"Scala,CSS,HTML,Rust,C++,Ruby,JavaScript,C#,Kotlin,C,Elixir,SQL,TypeScript,Shell,Go,Swift",4.0,SQL,7,0.829,0.669,0.884,47,0.569,2.06,9.2389,-0.2415,8.69,0,1,1,0,4719,112,0.5892,2,19,6.150602768446279,6.269096283706261,3.8712010109078907,4.31748811353631,3.7376696182833684,1.0334,0.3689,4.2312,0.3852,0.7815,16,23.4318,2,0.9534,0.8055
dev_9134,550,365.0,83,5,3.0,0.0,77.0,"Scala,R,PHP,Rust,Kotlin,Haskell,Go",2.8074,R,0,0.718,0.352,0.462,31,0.506,1.8,-3.3899,0.11,1.51,1,0,0,42,44,42,0.2594,0,16,5.902633333401366,4.356708826689592,1.3862943611198906,0.0,1.791759469228055,4.59,0.2268,1.992,0.75,0.4948,7,7.8062,1,-1.3506,0.9009
dev_3779,3049,3263.0,210,800,1693.0,1941.050000000001,420.0,"R,C++,Ruby,Julia,JavaScript,Dart,C#,Kotlin,C,Haskell,Shell,Go,Elixir",3.7004,Julia,12,0.614,0.668,0.983,81,0.538,3.4,3.4061,-0.1045,8.35,1,1,1,60,606,139,0.5559,2,11,8.090708716083997,6.042632833682381,7.434847875211999,7.571499395172767,6.68586094706836,7.4977,0.0643,85.5615,0.4657,0.7463,13,40.4002,3,0.3643,0.9054
rebecca51,685,61.0,3,23,11.0,8.0,20.0,"Dart,C#",1.0,C#,2,0.288,0.192,0.0,10,0.667,1.0,-0.981,0.1549,1.88,1,0,0,16,151,0,0.0892,0,1,4.127134385045092,3.044522437723423,2.4849066497880004,2.1972245773362196,3.1780538303479458,0.6177,0.0484,7.9861,0.55,0.1632,2,9.6757,1,-0.3406,0.8659
barnettelizabeth,1998,2086.0,231,227,54.0,25.0,422.0,"CSS,Lua,Scala,C++,Ruby,JavaScript,Java,C,TypeScript,Shell,Go,Elixir",3.585,CSS,14,0.077,0.104,0.28,34,0.523,2.77,4.1594,0.0072,5.47,0,0,1,0,596,65,0.3516,2,3,7.643482907077201,6.0473721790462776,4.007333185232471,3.258096538021482,5.429345628954441,7.308,0.1107,35.085,0.675,0.1487,12,32.8333,1,0.6429,0.9929
dev_7040,3718,1320.0,362,50,22.0,10.0,150.0,"Scala,HTML,Rust,Julia,Python,C,Haskell,TypeScript,Go",3.1699,TypeScript,13,1.0,0.628,0.732,86,0.472,4.32,0.4334,-0.0913,10.18,1,0,0,34,1270,79,0.5137,2,23,7.186144304522325,5.017279836814924,3.1354942159291497,2.3978952727983707,3.9318256327243257,2.4889,0.274,4.4723,0.6667,0.7708,9,19.7271,1,0.0388,0.9163
alexander51,2153,1258.0,157,13,192.0,328.0,132.0,"CSS,C++,Rust,Julia,C#,Python,Kotlin,SQL,TypeScript,Java",3.3219,CSS,10,0.61,0.655,0.6,58,0.586,2.57,2.053,-0.1594,5.89,0,0,1,0,121,41,0.4623,1,3,7.138073034044347,4.890349128221754,5.262690188904886,5.796057750765372,2.639057329615259,4.094,0.1247,1.8868,0.3685,0.625,10,12.9059,1,0.298,0.8625
dev_9685,766,106.0,15,4,3.0,3.0,53.0,"Haskell,Rust,C++,Ruby,C,Kotlin,SQL",2.8074,Haskell,13,0.368,0.238,0.54,51,0.552,1.56,3.0238,0.031,2.1,1,0,0,37,1261,27,0.3304,1,8,4.672828834461906,3.9889840465642745,1.3862943611198906,1.3862943611198906,1.6094379124341003,0.9619,0.1402,1.2903,0.4286,0.3676,7,6.42,1,0.9754,0.9699
porterchristophe,1332,2547.0,210,36,20.0,19.0,36.0,"Ruby,SQL,Elixir",1.585,SQL,9,0.415,0.391,0.441,46,0.01,1.29,1.6213,0.2101,3.65,1,0,0,30,1689,76,0.2217,1,19,7.843064016692054,3.6109179126442243,3.044522437723423,2.995732273553991,3.6109179126442243,13.3491,0.0824,7.7419,0.5,0.4132,3,13.0387,1,0.3487,0.8264
corylee,30,283.0,28,9,2.0,1.0,92.0,"Julia,Scala,Kotlin",1.585,Scala,5,0.204,0.0,0.321,29,0.583,1.6,7.4892,0.0389,0.1,0,0,1,0,41,21,0.2381,0,20,5.648974238161206,4.532599493153256,1.0986122886681096,0.6931471805599453,2.302585092994046,45.6452,0.0986,8.1818,0.5,0.1575,3,10.4367,1,6.8084,0.9626
dev_4145,2805,47.0,6,31,85.0,79.0,132.0,"CSS,PHP,Java,C#,Haskell,Go",2.585,CSS,5,0.452,0.776,0.738,24,0.609,1.95,7.3525,-0.065,7.68,1,0,1,17,20,103,0.3518,1,3,3.8712010109078907,4.890349128221754,4.454347296253507,4.382026634673881,3.4657359027997265,0.1174,0.125,3.5714,0.5152,0.6674,6,16.9487,2,0.8471,0.939
dev_3460,30,65.0,15,4,24.0,3.0,45.0,"Lua,Rust,Go,C#,TypeScript,JavaScript",2.585,Rust,5,0.0,0.536,0.592,49,0.608,1.75,6.3021,-0.0461,0.1,1,0,1,117,13,70,0.2929,1,18,4.189654742026425,3.828641396489095,3.2188758248682006,1.3862943611198906,1.6094379124341003,10.4839,0.2273,3.6364,0.8571,0.392,6,6.162,2,5.7292,0.9559
johnsonbobby,4486,10679.0,935,44,1964.0,1591.0,614.0,"Lua,PHP,Rust,Haskell,Go,Ruby,Julia,Java,C#,Kotlin,Python,SQL,TypeScript,JavaScript",3.8074,Rust,16,0.851,0.355,0.676,41,0.723,2.99,0.5539,-0.1933,12.28,1,1,0,33,1022,97,0.6112,2,18,9.276128112514186,6.421622267806518,7.583247524303362,7.3727463664043285,3.8066624897703196,16.6974,0.0875,3.3133,0.5523,0.6001,14,24.4449,2,0.0417,0.838
jason54,1450,652.0,73,71,29.0,26.0,110.0,"Lua,Ruby,Python,SQL,TypeScript,JavaScript,Elixir",2.8074,SQL,13,0.777,0.634,0.424,50,0.564,2.37,1.6923,-0.1272,3.97,0,0,0,0,225,116,0.3606,2,19,6.481577129276431,4.709530201312334,3.4011973816621555,3.295836866004329,4.276666119016055,3.1431,0.1118,14.2857,0.5179,0.6139,7,20.1411,0,0.3405,0.8872
kristin39,3355,1020.0,84,26,23.0,26.0,978.0,"Haskell,Go,Dart,Kotlin,SQL,TypeScript,JavaScript",2.8074,Kotlin,9,1.0,0.477,0.331,55,0.636,2.67,5.3515,-0.1168,9.19,1,1,0,138,143,116,0.372,2,12,6.928537818164665,6.88653164253051,3.1780538303479458,3.295836866004329,3.295836866004329,2.13,0.0823,2.5515,0.46,0.5901,7,22.6969,2,0.5252,0.8954
dev_1733,1065,1617.0,169,13,26.0,37.0,55.0,"R,C++,Julia,JavaScript,Dart,TypeScript,Go,Swift",3.0,C++,9,0.432,0.581,0.453,36,0.733,2.66,2.7711,-0.0464,2.92,0,0,0,0,31,82,0.3607,1,2,7.388946097618437,4.02535169073515,3.295836866004329,3.6375861597263857,2.639057329615259,10.5797,0.1044,3.3163,0.4062,0.4979,8,10.6231,0,0.7069,0.9557
tracy69,1904,26.0,0,77,4.0,7.0,33.0,"JavaScript,CSS,Kotlin",1.585,CSS,4,0.458,0.328,0.514,29,0.539,3.07,-4.7731,0.0913,5.21,1,0,1,32,25,4,0.2688,0,3,3.295836866004329,3.5263605246161616,1.6094379124341003,2.0794415416798357,4.356708826689592,0.0956,0.0,12.3994,0.3333,0.4228,3,15.3633,2,-0.7686,0.9163
dylan86,1526,171.0,2,24,60.0,72.0,8.0,"Julia,Java,C++,Lua",2.0,C++,0,0.097,0.36,0.589,47,0.479,0.64,0.6632,0.0119,4.18,0,0,0,0,98,16,0.2236,0,2,5.147494476813453,2.1972245773362196,4.110873864173311,4.290459441148391,3.2188758248682006,0.7831,0.0116,4.6332,0.4511,0.3498,4,7.0726,0,0.128,0.9882
dev_1330,3728,3211.0,298,28,36.0,59.0,144.0,"CSS,PHP,Haskell,C,SQL,TypeScript,Java,Elixir",3.0,C,5,0.598,0.347,0.446,84,0.961,2.62,1.5634,-0.0001,10.21,1,0,0,44,8325,51,0.3739,2,0,8.074649075066652,4.976733742420574,3.6109179126442243,4.0943445622221,3.367295829986474,6.0366,0.0928,2.4978,0.375,0.452,8,16.7581,1,0.1395,0.9999
ritamckenzie,3327,19039.0,1638,146,179.0,350.0,838.0,"Scala,Lua,HTML,Ruby,Julia,Dart,C#,Kotlin,Elixir,Shell,Java,Swift",3.585,Lua,8,0.711,0.821,0.757,49,1.0,2.8,7.9603,-0.0482,9.11,1,1,0,137,1242,25,0.6292,2,13,9.854297308345357,6.732210706467206,5.19295685089021,5.860786223465865,4.990432586778736,40.1057,0.086,14.4411,0.3377,0.7688,12,33.5966,2,0.7874,0.954
cynthiawatkins,3796,3721.0,1023,1,92.0,125.0,4415.0,"Lua,Go,Ruby,C,Kotlin,Java",2.585,Kotlin,10,0.785,0.615,0.329,56,0.833,1.22,2.8583,0.0757,10.39,0,1,1,0,1336,115,0.408,1,12,8.222016437202196,8.392989587956931,4.532599493153256,4.836281906951478,0.6931471805599453,6.8744,0.2749,0.0878,0.422,0.5802,6,5.8176,2,0.2509,0.9296
catherine44,2420,608.0,68,142,11.0,3.0,32.0,"C#,Swift",1.0,C#,4,0.0,0.362,0.44,48,0.716,2.35,-0.4593,0.1548,6.63,1,0,1,109,168,27,0.2435,2,1,6.411818267709897,3.4965075614664802,2.4849066497880004,1.3862943611198906,4.962844630259907,1.7584,0.1117,18.6107,0.7333,0.2768,2,17.3526,2,-0.0602,0.866
dev_1165,508,618.0,98,12,1.0,0.0,86.0,"HTML,PHP,C,Elixir",2.0,PHP,3,0.64,0.301,0.477,7,0.416,1.58,-4.2336,0.2879,1.39,0,0,1,0,31,60,0.2242,0,14,6.428105272684596,4.465908118654584,0.6931471805599453,0.0,2.5649493574615367,8.4334,0.1583,5.0209,0.5,0.4555,4,11.4548,1,-1.7714,0.7765
dev_3719,3496,690.0,119,55,154.0,85.0,50.0,"CSS,Lua,R,Haskell,Rust,SQL,Elixir",2.8074,R,7,0.841,0.783,0.325,67,0.75,4.19,11.5218,0.0293,9.57,1,0,1,139,374,36,0.4144,2,16,6.53813982376767,3.9318256327243257,5.043425116919247,4.454347296253507,4.02535169073515,1.3838,0.1722,5.2034,0.6417,0.663,7,15.827,2,1.09,0.9715
leonardbooker,2703,4541.0,634,177,35.0,33.0,82.0,"Lua,R,C++,Python,Kotlin,Shell,Swift",2.8074,Python,9,0.647,0.633,0.48,46,0.527,0.5,3.3744,-0.0852,7.4,1,0,1,139,3929,107,0.4017,2,15,8.421122722665503,4.418840607796598,3.58351893845611,3.5263605246161616,5.181783550292085,11.7703,0.1396,21.0714,0.5072,0.5913,7,22.8975,2,0.4017,0.9215
laura39,3101,394.0,63,156,19.0,9.0,199.0,"Scala,Lua,CSS,Swift,C++,Julia,C,SQL,TypeScript,Shell,Elixir",3.4594,C,13,0.792,0.279,0.762,37,0.534,2.08,3.3709,-0.1396,8.49,1,1,1,131,1707,75,0.4424,1,0,5.978885764901122,5.298317366548036,2.995732273553991,2.302585092994046,5.056245805348308,0.8904,0.1595,16.4384,0.6552,0.5778,11,26.7896,3,0.3552,0.8775
frank6,30,3.0,0,2,6.0,2.0,12.0,"Haskell,Rust",1.0,Haskell,1,0.044,0.076,0.0,4,0.01,1.05,5.3515,-0.0438,0.1,1,0,0,117,64,0,0.1352,0,8,1.3862943611198906,2.5649493574615367,1.9459101490553132,1.0986122886681096,1.0986122886681096,0.4839,0.0,1.8182,0.6667,0.0436,2,2.8179,1,4.865,0.958
dev_1923,2739,144.0,32,62,135.0,94.0,97.0,"Scala,Lua,HTML,R,Rust,Julia,JavaScript,Python,Kotlin,Java,Elixir",3.4594,HTML,9,0.391,0.451,0.6,50,0.605,3.48,2.296,-0.0801,7.5,1,1,1,53,1029,96,0.3982,2,7,4.976733742420574,4.584967478670572,4.912654885736052,4.553876891600541,4.143134726391533,0.3683,0.2207,7.2941,0.587,0.4777,11,18.9961,3,0.2701,0.9258
bgonzalez,2186,148.0,37,12,15.0,13.0,126.0,"CSS,C++,C,Go,Elixir",2.3219,Elixir,6,0.584,0.188,0.272,64,0.769,1.6,7.7637,-0.0337,5.98,1,1,1,81,78,13,0.3467,1,5,5.003946305945459,4.844187086458591,2.772588722239781,2.639057329615259,2.5649493574615367,0.4744,0.2483,1.7192,0.5172,0.332,5,12.4251,3,1.1123,0.9674
tateluke,1700,1438.0,216,31,59.0,88.0,7.0,"Lua,Ruby,Julia,Python,Haskell,JavaScript,Swift",2.8074,Swift,2,0.729,0.683,0.353,40,0.645,2.56,1.2067,0.0924,4.65,1,1,0,39,51,83,0.3281,1,22,7.271703706887368,2.0794415416798357,4.0943445622221,4.48863636973214,3.4657359027997265,5.9226,0.1501,5.4867,0.3986,0.5978,7,7.2068,2,0.2136,0.9154
